ID	PHYLLO09_pathabundance	PHYLLO10_pathabundance	PHYLLO11_pathabundance	PHYLLO12_pathabundance	PHYLLO13_pathabundance	PHYLLO14_pathabundance	PHYLLO15_pathabundance	PHYLLO16_pathabundance	PHYLLO17_pathabundance	PHYLLO18_pathabundance	PHYLLO19_pathabundance	PHYLLO20_pathabundance	PHYLLO21_pathabundance	PHYLLO22_pathabundance	PHYLLO23_pathabundance	PHYLLO24_pathabundance	PHYLLO25_pathabundance	PHYLLO26_pathabundance	PHYLLO27_pathabundance	PHYLLO28_pathabundance	PHYLLO29_pathabundance
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	7.3727357417	10.6419802574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8795990550	10.6369096567	0.0	29.9302190776	0.0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0.0	9.4690100088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1784659887	0.0	2.1181886263	0.0	3.5877431222	0.0	0.0
ORNDEG-PWY: superpathway of ornithine degradation	0.0	44.7534057616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9838289774	0.0	2.3718261916	0.0	10.0608515685	0.0	0.0
ORNDEG-PWY: superpathway of ornithine degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4297094207	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	108.3682990322	510.6998892483	0.0	0.0	9.6639722728	0.0	3.9326048292	3.0745504202	0.0	0.0	0.0	0.0	3.7891699148	1.4950195520	41.0446516425	0.0	11.5780369555	23.6901384741	31.9420821322	90.0496918887	3.0183705627
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acidovorax.s__Acidovorax_avenae	47.4443316734	223.8916714788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acidovorax.s__Acidovorax_ebreus	2.2306207419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	3.7462294349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2442065433	4.8758361026	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	1.5013667794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4069733111	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8069729423	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Pseudomonas.s__Pseudomonas_putida	0.0	1.8230868656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	19.4386245211	17.4306404706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5279030692	0.0	5.7026115507	16.3719419205	16.6964075258	58.3248074994	0.0
P122-PWY: heterolactic fermentation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5513605557	0.0	0.0
P221-PWY: octane oxidation	0.0	93.9363834076	0.0	0.0	2.7890648311	0.0	1.1217599502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6796544036	0.0	3.7531573860	5.3523779750	0.0	0.0	0.0
P221-PWY: octane oxidation|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	1.7195669281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6850784341	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY: octane oxidation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5617060453	0.0	0.0	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	19.2807896900	102.1493880243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5852235216	0.0	0.0	8.5534052278	0.0	0.0	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.0	3.7273809450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4380642491	0.0	15.8628962695	0.0	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.7613446024	0.0	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Pantoea.s__Pantoea_ananatis	0.0	2.5116325480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I	98.4317652059	417.8599422109	0.0	0.0	0.0	3.4137572523	4.5667535433	2.8315052661	0.0	0.0	0.0	0.0	0.0	0.0	34.5152493362	0.0	4.6657938440	26.6708536043	25.7478982478	90.1955058008	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Acidovorax.s__Acidovorax_avenae	18.9291525093	120.8406748522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0231016373	0.0	2.4873318759	4.0603819921	0.0	17.4164438714	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	3.7707550203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8363327642	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	33.4476682764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Corynebacterium.s__Corynebacterium_maris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0090943184	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3267738829	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pantoea.s__Pantoea_agglomerans	0.0	14.6239547584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9482653287	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pantoea.s__Pantoea_ananatis	0.0	3.1157063179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	7.0714405125	12.4314008230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1811283248	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	69.8965440887	348.6693024610	0.0	0.0	0.0	0.0	0.0	2.9044661401	0.0	0.0	0.0	0.0	0.0	0.0	18.8984761739	0.0	6.4416203544	9.5646558687	18.0741192620	57.7412739541	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9448557670	0.0	0.0	0.0	0.0	0.0	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0024086227	0.0	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Pantoea.s__Pantoea_agglomerans	0.0	13.3014006475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2401532653	0.0
PENTOSE-P-PWY: pentose phosphate pathway	23.6760962047	63.3124225152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1602840286	0.0	22.2935418289	0.0	0.0
PENTOSE-P-PWY: pentose phosphate pathway|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3579231433	0.0	0.0
PENTOSE-P-PWY: pentose phosphate pathway|g__Pantoea.s__Pantoea_agglomerans	0.0	17.0644726588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5929750389	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	81.4377258682	661.4616171967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6491536929	0.0	8.7452741121	12.9698287843	12.4209206788	84.4545442649	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_avenae	33.9039077815	117.4574863700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8384661014	0.0	1.6932046241	3.6929058673	0.0	32.2809557411	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_citrulli	0.0	162.6070224190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	19.8003732402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9342164605	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_agglomerans	0.0	11.6629703133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	9.2672647072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_putida	0.0	4.1282096560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7789494687	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	21.9819345693	103.4563202382	0.0	0.0	0.0	1.7469451705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0851162994	0.0	5.3826877168	0.0	6.9965394107	7.6503555785	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8867255012	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pantoea.s__Pantoea_agglomerans	0.0	14.2922024285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pantoea.s__Pantoea_ananatis	0.0	2.7851664196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	4.2007347468	9.9783452889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pseudomonas.s__Pseudomonas_putida	0.0	6.0355359157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	19.9032794424	106.4037764673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6220117889	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.0	33.2903525401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6065133512	0.0	4.7444894732	0.0	16.0557319103	3.4257196286	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4098833376	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Pantoea.s__Pantoea_agglomerans	0.0	11.5449681888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9083969466	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Pantoea.s__Pantoea_ananatis	0.0	2.4833528136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	0.0	8.8400876515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis	8.3902826033	28.0792458954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8196474732	1.6269244845	5.6088901204	0.0	16.8744503695	8.1406452153	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4987491118	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	13.5982465382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2062624384	1.2419183434	2.6330802651	0.0	0.0	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Pantoea.s__Pantoea_ananatis	0.0	2.3094999361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9968598913	0.0	0.0	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8124123569	0.0
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	4.0796009161	4.6810063087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	39.2780987955	72.7820386731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3824589001	0.0	6.0470031947	0.0	0.0	6.0764777455	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9779215579	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)	32.5445901843	250.5414634993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.1638510395	1.0823238909	18.6111733322	16.1649940800	45.5445279460	106.8398732412	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Corynebacterium.s__Corynebacterium_maris	0.0	2.1894668097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.8854346127	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Microbacterium.s__Microbacterium_testaceum	0.0	42.9564637966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.7628887229	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Pantoea.s__Pantoea_agglomerans	1.6008537887	20.0779507266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Propionibacterium.s__Propionibacterium_acnes	4.5081509717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|unclassified	13.5839160993	16.9279080953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1512804207	0.0	8.6547809342	14.8545982186	20.5825577914	54.1035473862	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	18.5391321459	186.9644789901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0785673259	0.0	5.4734191093	0.0	19.8724163658	0.0	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2425106728	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	70.2917764685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.1516130725	0.0	0.0
PWY-1622: formaldehyde assimilation I (serine pathway)	27.1315845565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2116887918	0.0
PWY-2941: L-lysine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3799968411	0.0	0.0	0.0
PWY-2942: L-lysine biosynthesis III	0.0	24.5930602489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1060707014	0.0	0.0	0.0	0.0	21.9211572496	0.0
PWY-2942: L-lysine biosynthesis III|g__Corynebacterium.s__Corynebacterium_maris	0.0	2.4199301474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942: L-lysine biosynthesis III|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8672521317	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I	123.8581951822	771.1889141981	0.0	0.0	4.7636104113	0.0	3.2852148233	2.7656059607	0.0	0.0	0.0	0.0	2.9085296979	2.4945588785	39.8054668755	3.4155674170	16.5341702063	14.5199225121	29.4825984433	122.2136534611	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Acidovorax.s__Acidovorax_avenae	31.0389370280	203.4952523607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8115927820	0.0	3.9579230763	8.2865019834	0.0	43.3502423185	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	3.8525538453	0.0	2.2114312183	0.0	0.0	0.0	0.0	0.0	0.0	2.4061539289	4.6223501337	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	55.3954643225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4431051391	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	23.8474629622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Corynebacterium.s__Corynebacterium_maris	0.0	3.5889295357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.4368599179	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Microbacterium.s__Microbacterium_testaceum	0.0	35.7615590884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.1328906409	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	12.1458364090	15.0439804068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Pseudomonas.s__Pseudomonas_putida	0.0	3.6433281110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	7.4941744103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2253294822	0.0	0.0	0.0	10.3707821204	32.9400216450	0.0
PWY-3781: aerobic respiration I (cytochrome c)	188.2433205866	40.8623949642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7437450316	8.1603575932	95.7913316251	0.0
PWY-3781: aerobic respiration I (cytochrome c)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	66.9746125096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2675048824	7.6255023218	68.5244331254	0.0
