ID	PHYLLO09_pathcoverage	PHYLLO10_pathcoverage	PHYLLO11_pathcoverage	PHYLLO12_pathcoverage	PHYLLO13_pathcoverage	PHYLLO14_pathcoverage	PHYLLO15_pathcoverage	PHYLLO16_pathcoverage	PHYLLO17_pathcoverage	PHYLLO18_pathcoverage	PHYLLO19_pathcoverage	PHYLLO20_pathcoverage	PHYLLO21_pathcoverage	PHYLLO22_pathcoverage	PHYLLO23_pathcoverage	PHYLLO24_pathcoverage	PHYLLO25_pathcoverage	PHYLLO26_pathcoverage	PHYLLO27_pathcoverage	PHYLLO28_pathcoverage	PHYLLO29_pathcoverage
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Microbacterium.s__Microbacterium_testaceum	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	0.0562461823	0.0102572463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3203763611	0.0830669618	0.0	0.0005366895	0.0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0000278342	0.0	0.0000000004	0.0	0.0
ORNDEG-PWY: superpathway of ornithine degradation	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000003	0.0	0.0003560502	0.0	0.0122377606	0.0	0.0
ORNDEG-PWY: superpathway of ornithine degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2164917218	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0.2110552467	0.0000000000	0.0	0.0	0.8358597950	0.0	0.5627145178	0.2320251376	0.0	0.0	0.0	0.0	0.4870800856	0.1574777653	0.4715183291	0.0	0.2767641358	0.0647949646	0.6980345632	0.0002014737	0.1424825821
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acidovorax.s__Acidovorax_avenae	0.0038406964	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acidovorax.s__Acidovorax_ebreus	0.4254409750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.4306544822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2758370788	0.3218162500	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4893470290	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0340448471	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Pseudomonas.s__Pseudomonas_putida	0.0	0.0060084495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	0.8076359199	0.5147681219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7972573471	0.0	0.5545569836	0.5470275014	0.7368269983	0.9173981483	0.0
P122-PWY: heterolactic fermentation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0
P221-PWY: octane oxidation	0.0	0.0000000000	0.0	0.0	0.1504076309	0.0	0.0907269208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000218640	0.0	0.0016016818	0.0000006833	0.0	0.0	0.0
P221-PWY: octane oxidation|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.1136234811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4935326020	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY: octane oxidation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5244836947	0.0	0.0	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0	0.0000003152	0.0	0.0	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000854625	0.0	0.0147970970	0.0	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3104069660	0.0	0.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Pantoea.s__Pantoea_ananatis	0.0	0.2996387727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I	0.3564876718	0.0000000000	0.0	0.0	0.0	0.4470849468	0.6181891879	0.3035837516	0.0	0.0	0.0	0.0	0.0	0.0	0.4823059915	0.0	0.0018900583	0.2821024350	0.5871548304	0.4484180659	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Acidovorax.s__Acidovorax_avenae	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.2556019984	0.0014898388	0.0	0.0000000000	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.7720138592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6352881727	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.3911500047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Corynebacterium.s__Corynebacterium_maris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7769446785	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5138631816	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pantoea.s__Pantoea_agglomerans	0.0	0.1388951892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3366061140	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pantoea.s__Pantoea_ananatis	0.0	0.4607662407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0869566180	0.1249876805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.0000000099	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.3166820026	0.0	0.0	0.0	0.0	0.0	0.0	0.0000010941	0.0	0.0042029315	0.0000078801	0.0888723057	0.0000027063	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2992390415	0.0	0.0	0.0	0.0	0.0	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4688420299	0.0	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0814917185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PENTOSE-P-PWY: pentose phosphate pathway	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1988112360	0.0	0.0916307932	0.0	0.0
PENTOSE-P-PWY: pentose phosphate pathway|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4081147474	0.0	0.0
PENTOSE-P-PWY: pentose phosphate pathway|g__Pantoea.s__Pantoea_agglomerans	0.0	0.2543286498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000409818	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.0043624303	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005170455	0.0	0.1655794273	0.0000482489	0.0006631397	0.2299350120	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_avenae	0.0000009203	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000266664	0.0	0.0956712679	0.0000524511	0.0	0.0000038133	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_citrulli	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.0292663258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0592617635	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0300031890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	0.0069198779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_putida	0.0	0.2043038618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.0000000000	0.0000000000	0.0	0.0	0.0	0.1796450611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015707742	0.0	0.0212692303	0.0	0.0000002192	0.0000000000	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018165327	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.2217966805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pantoea.s__Pantoea_ananatis	0.0	0.4021960107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0008387229	0.0247766218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Pseudomonas.s__Pseudomonas_putida	0.0	0.4521205388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015416299	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0221155829	0.0	0.1423817819	0.0000000000	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0328423501	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.1096804651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3322781468	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Pantoea.s__Pantoea_ananatis	0.0	0.3432521357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	0.0	0.1524826619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.4094633812	0.0379082783	0.0	0.0156317184	0.0000000000	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3534548611	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0993489184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3967004989	0.5563527369	0.5913152273	0.0	0.0	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Pantoea.s__Pantoea_ananatis	0.0	0.2994307430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5787301707	0.0	0.0	0.0	0.0
PPGPPMET-PWY: ppGpp biosynthesis|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7224309745	0.0
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	0.0026662972	0.0046942668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000304	0.0	0.0495911028	0.0	0.0	0.0000000000	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1218474752	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2439355031	0.2464635217	0.7321232718	0.0058677601	0.9526433025	0.2575332445	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Corynebacterium.s__Corynebacterium_maris	0.0	0.5654496574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8191761778	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Microbacterium.s__Microbacterium_testaceum	0.0	0.9155927911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5994822026	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Pantoea.s__Pantoea_agglomerans	0.1940276731	0.4884347963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Propionibacterium.s__Propionibacterium_acnes	0.5027488656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1042: glycolysis IV (plant cytosol)|unclassified	0.4512001030	0.4133068764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9428360642	0.0	0.7958954683	0.3265312460	0.8171338064	0.9262978127	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014235785	0.0	0.0077469157	0.0	0.3556583065	0.0	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4476111459	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.6545483393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7533104406	0.0	0.0
PWY-1622: formaldehyde assimilation I (serine pathway)	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PWY-2941: L-lysine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000001	0.0	0.0	0.0
PWY-2942: L-lysine biosynthesis III	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0000000000	0.0
PWY-2942: L-lysine biosynthesis III|g__Corynebacterium.s__Corynebacterium_maris	0.0	0.6003615957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942: L-lysine biosynthesis III|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000201	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.0517051998	0.0000000000	0.0	0.0	0.3066681521	0.0	0.3667313880	0.2161600123	0.0	0.0	0.0	0.0	0.4554101302	0.4011290518	0.0273897764	0.6575923994	0.5909153574	0.0000069581	0.6867815569	0.9290464480	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Acidovorax.s__Acidovorax_avenae	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000035500	0.0	0.4215192903	0.0352200931	0.0	0.0045743510	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.4652732202	0.0	0.5459012466	0.0	0.0	0.0	0.0	0.0	0.0	0.5389820069	0.1835857133	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.1088250793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3638174236	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.0113451655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Corynebacterium.s__Corynebacterium_maris	0.0	0.7609528705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4119159329	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Microbacterium.s__Microbacterium_testaceum	0.0	0.6422525214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7369530022	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.3192245437	0.1867954549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Pseudomonas.s__Pseudomonas_putida	0.0	0.1536045388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	0.0302024710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6439784251	0.0	0.0	0.0	0.1380763304	0.1543085035	0.0
PWY-3781: aerobic respiration I (cytochrome c)	0.7856131541	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001093956	0.0000001557	0.0000065665	0.0
PWY-3781: aerobic respiration I (cytochrome c)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.9998843580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
