# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-CPM
UniRef50_X1KD36: Marine sediment metagenome DNA, contig: S06H3_L01449	850.045
UniRef50_X1KD36: Marine sediment metagenome DNA, contig: S06H3_L01449|unclassified	850.045
UniRef50_W4JJ90: Carbamoyl phosphate synthase small subunit	845.958
UniRef50_W4JJ90: Carbamoyl phosphate synthase small subunit|unclassified	845.958
UniRef50_Q119B9: Orotidine 5'-phosphate decarboxylase	844.84
UniRef50_Q119B9: Orotidine 5'-phosphate decarboxylase|unclassified	844.84
UniRef50_A5EV79: Dihydroorotate dehydrogenase (quinone)	842.698
UniRef50_A5EV79: Dihydroorotate dehydrogenase (quinone)|unclassified	842.698
UniRef50_UPI00047C64C3: hypothetical protein	841.793
UniRef50_UPI00047C64C3: hypothetical protein|unclassified	841.793
UniRef50_A5E8J8: Orotidine 5'-phosphate decarboxylase	840.909
UniRef50_A5E8J8: Orotidine 5'-phosphate decarboxylase|unclassified	840.909
UniRef50_UPI00046725A5: hypothetical protein, partial	835.953
UniRef50_UPI00046725A5: hypothetical protein, partial|unclassified	835.953
UniRef50_X7ZLJ2: Putative dihydroorotase	835.798
UniRef50_X7ZLJ2: Putative dihydroorotase|unclassified	835.798
UniRef50_Q9K9W0: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	835.392
UniRef50_Q9K9W0: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	835.392
UniRef50_Q97FS6: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	834.581
UniRef50_Q97FS6: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	834.581
UniRef50_Q8FT43: Orotidine 5'-phosphate decarboxylase	831.862
UniRef50_Q8FT43: Orotidine 5'-phosphate decarboxylase|unclassified	831.862
UniRef50_R7AGQ4: Carbamoyl-phosphate synthase small chain	831.366
UniRef50_R7AGQ4: Carbamoyl-phosphate synthase small chain|unclassified	831.366
UniRef50_R7PH19	825.791
UniRef50_R7PH19|unclassified	825.791
UniRef50_UPI0003B75B7A: orotidine 5''''-phosphate decarboxylase, partial	824.464
UniRef50_UPI0003B75B7A: orotidine 5''''-phosphate decarboxylase, partial|unclassified	824.464
UniRef50_A5N2L5: Orotidine 5'-phosphate decarboxylase	821.389
UniRef50_A5N2L5: Orotidine 5'-phosphate decarboxylase|unclassified	821.389
UniRef50_UPI0002880C9A: dihydroorotase, partial	820.932
UniRef50_UPI0002880C9A: dihydroorotase, partial|unclassified	820.932
UniRef50_Q7U3U2: Dihydroorotate dehydrogenase (quinone)	817.728
UniRef50_Q7U3U2: Dihydroorotate dehydrogenase (quinone)|unclassified	817.728
UniRef50_UPI0002194549: aspartate carbamoyltransferase catalytic subunit	814.465
UniRef50_UPI0002194549: aspartate carbamoyltransferase catalytic subunit|unclassified	814.465
UniRef50_Q97LN7: Dihydroorotase	814.434
UniRef50_Q97LN7: Dihydroorotase|unclassified	814.434
UniRef50_UPI0003F5A256: orotate phosphoribosyltransferase	814.018
UniRef50_UPI0003F5A256: orotate phosphoribosyltransferase|unclassified	814.018
UniRef50_Q9HHN4: Aspartate carbamoyltransferase	812.675
UniRef50_Q9HHN4: Aspartate carbamoyltransferase|unclassified	812.675
UniRef50_A0A011PBF4: Bifunctional protein PyrR	811.406
UniRef50_A0A011PBF4: Bifunctional protein PyrR|unclassified	811.406
UniRef50_C0ELH8	808.629
UniRef50_C0ELH8|unclassified	808.629
UniRef50_UPI00024921EC: dihydroorotase	807.258
UniRef50_UPI00024921EC: dihydroorotase|unclassified	807.258
UniRef50_W0BGV9: Carbamoylphosphate synthase small subunit	802.672
UniRef50_W0BGV9: Carbamoylphosphate synthase small subunit|unclassified	802.672
UniRef50_Q3JE54: Bifunctional protein PyrR	802.408
UniRef50_Q3JE54: Bifunctional protein PyrR|unclassified	802.408
UniRef50_B2ULR3: Aspartate carbamoyltransferase	800.107
UniRef50_B2ULR3: Aspartate carbamoyltransferase|unclassified	800.107
UniRef50_UPI00046A1E7A: nitrate reductase, partial	796.657
UniRef50_UPI00046A1E7A: nitrate reductase, partial|unclassified	796.657
UniRef50_A2SRK7: Aspartate carbamoyltransferase	792.122
UniRef50_A2SRK7: Aspartate carbamoyltransferase|unclassified	792.122
UniRef50_B0KA35: Dihydroorotase	789.641
UniRef50_B0KA35: Dihydroorotase|unclassified	789.641
UniRef50_UPI00038F6325: Orotate phosphoribosyltransferase	784.123
UniRef50_UPI00038F6325: Orotate phosphoribosyltransferase|unclassified	784.123
UniRef50_A3DE07: Dihydroorotase	780.833
UniRef50_A3DE07: Dihydroorotase|unclassified	780.833
UniRef50_B3CN77: Orotidine 5'-phosphate decarboxylase	779.707
UniRef50_B3CN77: Orotidine 5'-phosphate decarboxylase|unclassified	779.707
UniRef50_Q72NJ5: Aspartate carbamoyltransferase	778.251
UniRef50_Q72NJ5: Aspartate carbamoyltransferase|unclassified	778.251
UniRef50_UPI0003814692: hypothetical protein	776.622
UniRef50_UPI0003814692: hypothetical protein|unclassified	776.622
UniRef50_B2RIV3: Uracil phosphoribosyltransferase	776.276
UniRef50_B2RIV3: Uracil phosphoribosyltransferase|unclassified	776.276
UniRef50_A2CCL7: Orotate phosphoribosyltransferase	775.982
UniRef50_A2CCL7: Orotate phosphoribosyltransferase|unclassified	775.982
UniRef50_B8D8C3: Orotate phosphoribosyltransferase	775.524
UniRef50_B8D8C3: Orotate phosphoribosyltransferase|unclassified	775.524
UniRef50_Q8EUY3: Orotidine 5'-phosphate decarboxylase	773.642
UniRef50_Q8EUY3: Orotidine 5'-phosphate decarboxylase|unclassified	773.642
UniRef50_G2DDB6	773.426
UniRef50_G2DDB6|unclassified	773.426
UniRef50_UPI000370048F: hypothetical protein	771.175
UniRef50_UPI000370048F: hypothetical protein|unclassified	771.175
UniRef50_K1Z534	765.042
UniRef50_K1Z534|unclassified	765.042
UniRef50_UPI0003B47D24: nitrate reductase, partial	762.863
UniRef50_UPI0003B47D24: nitrate reductase, partial|unclassified	762.863
UniRef50_UPI00047ACFFA: hypothetical protein	762.288
UniRef50_UPI00047ACFFA: hypothetical protein|unclassified	762.288
UniRef50_Q8K9L2: Dihydroorotase	761.965
UniRef50_Q8K9L2: Dihydroorotase|unclassified	761.965
UniRef50_Q97FT2: Carbamoyl-phosphate synthase small chain	755.843
UniRef50_Q97FT2: Carbamoyl-phosphate synthase small chain|unclassified	755.843
UniRef50_Q1IWN0: Carbamoyl-phosphate synthase small chain	742.428
UniRef50_Q1IWN0: Carbamoyl-phosphate synthase small chain|unclassified	742.428
UniRef50_UPI0003651B36: hypothetical protein	741.803
UniRef50_UPI0003651B36: hypothetical protein|unclassified	741.803
UniRef50_A6H0L5: Dihydroorotate dehydrogenase (quinone)	741.441
UniRef50_A6H0L5: Dihydroorotate dehydrogenase (quinone)|unclassified	741.441
UniRef50_A0LK22: Dihydroorotase	740.588
UniRef50_A0LK22: Dihydroorotase|unclassified	740.588
UniRef50_A5UMP0: Aspartate carbamoyltransferase	740.393
UniRef50_A5UMP0: Aspartate carbamoyltransferase|unclassified	740.393
UniRef50_B8ID11: Dihydroorotate dehydrogenase (quinone)	740.073
UniRef50_B8ID11: Dihydroorotate dehydrogenase (quinone)|unclassified	740.073
UniRef50_UPI000470ECE4: dihydroorotate dehydrogenase, partial	738.852
UniRef50_UPI000470ECE4: dihydroorotate dehydrogenase, partial|unclassified	738.852
UniRef50_UPI0003B3DEF8: carbamoyl phosphate synthase small subunit	737.257
UniRef50_UPI0003B3DEF8: carbamoyl phosphate synthase small subunit|unclassified	737.257
UniRef50_V7YYR1: Carbamoyl-phosphate synthase small subunit	736.792
UniRef50_V7YYR1: Carbamoyl-phosphate synthase small subunit|unclassified	736.792
UniRef50_UPI00029B56F4: dihydroorotate dehydrogenase	732.542
UniRef50_UPI00029B56F4: dihydroorotate dehydrogenase|unclassified	732.542
UniRef50_UPI000405D22F: dihydroorotase	730.048
UniRef50_UPI000405D22F: dihydroorotase|unclassified	730.048
UniRef50_R0VLK8	728.43
UniRef50_R0VLK8|unclassified	728.43
UniRef50_Q5HBA3: Aspartate carbamoyltransferase	725.875
UniRef50_Q5HBA3: Aspartate carbamoyltransferase|unclassified	725.875
UniRef50_Q5WFJ3: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	722.315
UniRef50_Q5WFJ3: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	722.315
UniRef50_P58884: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	716.545
UniRef50_P58884: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	716.545
UniRef50_Q7UNR3: Aspartate carbamoyltransferase	713.371
UniRef50_Q7UNR3: Aspartate carbamoyltransferase|unclassified	713.371
UniRef50_UPI000474BBBF: hypothetical protein	711.257
UniRef50_UPI000474BBBF: hypothetical protein|unclassified	711.257
UniRef50_UPI000307F2F4: hypothetical protein	708.998
UniRef50_UPI000307F2F4: hypothetical protein|unclassified	708.998
UniRef50_B1GYY9: Bifunctional protein PyrR	706.912
UniRef50_B1GYY9: Bifunctional protein PyrR|unclassified	706.912
UniRef50_F9Y9C1	706.432
UniRef50_F9Y9C1|unclassified	706.432
UniRef50_B5Z6I2: Dihydroorotate dehydrogenase (quinone)	706.307
UniRef50_B5Z6I2: Dihydroorotate dehydrogenase (quinone)|unclassified	706.307
UniRef50_T3V9K5: Carbamoyl-phosphate synthase small chain, CPSase domain protein	704.337
UniRef50_T3V9K5: Carbamoyl-phosphate synthase small chain, CPSase domain protein|unclassified	704.337
UniRef50_C6C0A9: Carbamoyl-phosphate synthase small chain	700.854
UniRef50_C6C0A9: Carbamoyl-phosphate synthase small chain|unclassified	700.854
UniRef50_UPI000416282A: dihydroorotase	696.909
UniRef50_UPI000416282A: dihydroorotase|unclassified	696.909
UniRef50_UPI0004757D50: hypothetical protein, partial	693.487
UniRef50_UPI0004757D50: hypothetical protein, partial|unclassified	693.487
UniRef50_O94331: Orotate phosphoribosyltransferase	691.039
UniRef50_O94331: Orotate phosphoribosyltransferase|unclassified	691.039
UniRef50_Q3AC06: Orotidine 5'-phosphate decarboxylase	690.884
UniRef50_Q3AC06: Orotidine 5'-phosphate decarboxylase|unclassified	690.884
UniRef50_Q3AC05: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	688.61
UniRef50_Q3AC05: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	688.61
UniRef50_R6J2Q1	687.891
UniRef50_R6J2Q1|unclassified	687.891
UniRef50_UPI000237BF20: carbamoyl phosphate synthase large subunit	686.454
UniRef50_UPI000237BF20: carbamoyl phosphate synthase large subunit|unclassified	686.454
UniRef50_P58883: Orotidine 5'-phosphate decarboxylase	686.412
UniRef50_P58883: Orotidine 5'-phosphate decarboxylase|unclassified	686.412
UniRef50_R5E9E2	685.853
UniRef50_R5E9E2|unclassified	685.853
UniRef50_C0QJ54: Dihydroorotase	684.424
UniRef50_C0QJ54: Dihydroorotase|unclassified	684.424
UniRef50_UPI0004764319: PyrR protein	680.272
UniRef50_UPI0004764319: PyrR protein|unclassified	680.272
UniRef50_Q01YA2: Putative dihydroorotate dehydrogenase A (fumarate)	680.045
UniRef50_Q01YA2: Putative dihydroorotate dehydrogenase A (fumarate)|unclassified	680.045
UniRef50_C0QVX1: Aspartate carbamoyltransferase	676.392
UniRef50_C0QVX1: Aspartate carbamoyltransferase|unclassified	676.392
UniRef50_Q4D3W2: Dihydroorotate dehydrogenase (fumarate)	675.971
UniRef50_Q4D3W2: Dihydroorotate dehydrogenase (fumarate)|unclassified	675.971
UniRef50_Q7U8P3: Orotidine 5'-phosphate decarboxylase	675.882
UniRef50_Q7U8P3: Orotidine 5'-phosphate decarboxylase|unclassified	675.882
UniRef50_A6LJP2: Orotate phosphoribosyltransferase	674.648
UniRef50_A6LJP2: Orotate phosphoribosyltransferase|unclassified	674.648
UniRef50_X1VK58: Marine sediment metagenome DNA, contig: S12H4_S13119	671.261
UniRef50_X1VK58: Marine sediment metagenome DNA, contig: S12H4_S13119|unclassified	671.261
UniRef50_UPI0004736E5E: dihydroorotate dehydrogenase	669.182
UniRef50_UPI0004736E5E: dihydroorotate dehydrogenase|unclassified	669.182
UniRef50_F2EGF2: Predicted protein (Fragment)	668.542
UniRef50_F2EGF2: Predicted protein (Fragment)|unclassified	668.542
UniRef50_B8ZUL5: Orotidine 5'-phosphate decarboxylase	667.452
UniRef50_B8ZUL5: Orotidine 5'-phosphate decarboxylase|unclassified	667.452
UniRef50_Q17VI1: Carbamoyl-phosphate synthase small chain	663.844
UniRef50_Q17VI1: Carbamoyl-phosphate synthase small chain|unclassified	663.844
UniRef50_Q8XL63: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	661.62
UniRef50_Q8XL63: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	661.62
UniRef50_P13298: Orotate phosphoribosyltransferase 1	660.085
UniRef50_P13298: Orotate phosphoribosyltransferase 1|unclassified	660.085
UniRef50_UPI00039FD8E4: dihydroorotase	658.37
UniRef50_UPI00039FD8E4: dihydroorotase|unclassified	658.37
UniRef50_Q17XN9: Aspartate carbamoyltransferase	648.87
UniRef50_Q17XN9: Aspartate carbamoyltransferase|unclassified	648.87
UniRef50_UPI0004725D10: aspartate carbamoyltransferase	647.602
UniRef50_UPI0004725D10: aspartate carbamoyltransferase|unclassified	647.602
UniRef50_UPI00039A8909: orotate phosphoribosyltransferase	646.838
UniRef50_UPI00039A8909: orotate phosphoribosyltransferase|unclassified	646.838
UniRef50_U1S0V9: Putative carbamoyl-phosphate synthase, small subunit (Fragment)	646.397
UniRef50_U1S0V9: Putative carbamoyl-phosphate synthase, small subunit (Fragment)|unclassified	646.397
UniRef50_R0VHN3	645.438
UniRef50_R0VHN3|unclassified	645.438
UniRef50_W1WBA9: Carbamoyl-phosphate synthase large chain (Fragment)	643.33
UniRef50_W1WBA9: Carbamoyl-phosphate synthase large chain (Fragment)|unclassified	643.33
UniRef50_UPI00037C5663: hypothetical protein, partial	639.572
UniRef50_UPI00037C5663: hypothetical protein, partial|unclassified	639.572
UniRef50_Q49WX9: Bifunctional protein PyrR	638.811
UniRef50_Q49WX9: Bifunctional protein PyrR|unclassified	638.811
UniRef50_Q8KDK5: Dihydroorotase	636.823
UniRef50_Q8KDK5: Dihydroorotase|unclassified	636.823
UniRef50_UPI000427D94C: hypothetical protein	635.651
UniRef50_UPI000427D94C: hypothetical protein|unclassified	635.651
UniRef50_K1YSK2	630.271
UniRef50_K1YSK2|unclassified	630.271
UniRef50_UPI000219454A: dihydroorotase	630.044
UniRef50_UPI000219454A: dihydroorotase|unclassified	630.044
UniRef50_UPI00046F7D71: hypothetical protein, partial	629.79
UniRef50_UPI00046F7D71: hypothetical protein, partial|unclassified	629.79
UniRef50_F3KDY3: Carbamoyl-phosphate synthase large chain	628.619
UniRef50_F3KDY3: Carbamoyl-phosphate synthase large chain|unclassified	628.619
UniRef50_F7LZM2	625.962
UniRef50_F7LZM2|unclassified	625.962
UniRef50_UPI0003F64F8B: hypothetical protein	623.79
UniRef50_UPI0003F64F8B: hypothetical protein|unclassified	623.79
UniRef50_UPI0003614682: hypothetical protein	622.142
UniRef50_UPI0003614682: hypothetical protein|unclassified	622.142
UniRef50_B2ULR4: Bifunctional protein PyrR	618.292
UniRef50_B2ULR4: Bifunctional protein PyrR|unclassified	618.292
UniRef50_U2CLI2: Putative carbamoyl-phosphate synthase, small subunit (Fragment)	617.468
UniRef50_U2CLI2: Putative carbamoyl-phosphate synthase, small subunit (Fragment)|unclassified	617.468
UniRef50_W4V8W3: Carbamoyl-phosphate synthase	616.603
UniRef50_W4V8W3: Carbamoyl-phosphate synthase|unclassified	616.603
UniRef50_Q72PK5: Carbamoyl-phosphate synthase small chain	616.089
UniRef50_Q72PK5: Carbamoyl-phosphate synthase small chain|unclassified	616.089
UniRef50_UPI00036C038C: hypothetical protein	614.55
UniRef50_UPI00036C038C: hypothetical protein|unclassified	614.55
UniRef50_A0A011MKE1: Carbamoyl-phosphate synthase large chain	613.486
UniRef50_A0A011MKE1: Carbamoyl-phosphate synthase large chain|unclassified	613.486
UniRef50_UPI00047C6D96: diguanylate cyclase, partial	613.283
UniRef50_UPI00047C6D96: diguanylate cyclase, partial|unclassified	613.283
UniRef50_A5UX75: Dihydroorotate dehydrogenase (quinone)	612.289
UniRef50_A5UX75: Dihydroorotate dehydrogenase (quinone)|unclassified	612.289
UniRef50_T3ZAE2: MGS-like domain protein	605.615
UniRef50_T3ZAE2: MGS-like domain protein|unclassified	605.615
UniRef50_UPI0004776C9C: uracil phosphoribosyltransferase	605.107
UniRef50_UPI0004776C9C: uracil phosphoribosyltransferase|unclassified	605.107
UniRef50_Q9LVW7: Carbamoyl-phosphate synthase small chain, chloroplastic	604.245
UniRef50_Q9LVW7: Carbamoyl-phosphate synthase small chain, chloroplastic|unclassified	604.245
UniRef50_D7EQH4: Carbamoyl-phosphate synthase small chain	599.423
UniRef50_D7EQH4: Carbamoyl-phosphate synthase small chain|unclassified	599.423
UniRef50_B1GYY7: Dihydroorotase	598.465
UniRef50_B1GYY7: Dihydroorotase|unclassified	598.465
UniRef50_B5EQ26: Orotate phosphoribosyltransferase	597.948
UniRef50_B5EQ26: Orotate phosphoribosyltransferase|unclassified	597.948
UniRef50_Q9CLL7: Bifunctional protein PyrR	596.393
UniRef50_Q9CLL7: Bifunctional protein PyrR|unclassified	596.393
UniRef50_R6BYM9	592.624
UniRef50_R6BYM9|unclassified	592.624
UniRef50_Q3AC01: Dihydroorotase	591.195
UniRef50_Q3AC01: Dihydroorotase|unclassified	591.195
UniRef50_Q9WZ28: Carbamoyl-phosphate synthase small chain	591.025
UniRef50_Q9WZ28: Carbamoyl-phosphate synthase small chain|unclassified	591.025
UniRef50_L2Q944	587.431
UniRef50_L2Q944|unclassified	587.431
UniRef50_UPI00037E1F8A: MULTISPECIES: hypothetical protein	584.746
UniRef50_UPI00037E1F8A: MULTISPECIES: hypothetical protein|unclassified	584.746
UniRef50_Q8TY15: Carbamoyl-phosphate synthase small chain	583.158
UniRef50_Q8TY15: Carbamoyl-phosphate synthase small chain|unclassified	583.158
UniRef50_UPI0003B710BC: hypothetical protein	580.941
UniRef50_UPI0003B710BC: hypothetical protein|unclassified	580.941
UniRef50_X1IRC4: Marine sediment metagenome DNA, contig: S03H2_S26008 (Fragment)	580.504
UniRef50_X1IRC4: Marine sediment metagenome DNA, contig: S03H2_S26008 (Fragment)|unclassified	580.504
UniRef50_UPI00037A85FA: hypothetical protein, partial	578.687
UniRef50_UPI00037A85FA: hypothetical protein, partial|unclassified	578.687
UniRef50_P0CQ41: Orotate phosphoribosyltransferase	578.268
UniRef50_P0CQ41: Orotate phosphoribosyltransferase|unclassified	578.268
UniRef50_B9EB64: Bifunctional protein PyrR	578.086
UniRef50_B9EB64: Bifunctional protein PyrR|unclassified	578.086
UniRef50_UPI000363DBD9: MULTISPECIES: hypothetical protein	576.447
UniRef50_UPI000363DBD9: MULTISPECIES: hypothetical protein|unclassified	576.447
UniRef50_UPI000262CD24: dihydroorotate dehydrogenase 2	574.665
UniRef50_UPI000262CD24: dihydroorotate dehydrogenase 2|unclassified	574.665
UniRef50_UPI0003B59C0B: dihydroorotase	572.323
UniRef50_UPI0003B59C0B: dihydroorotase|unclassified	572.323
UniRef50_W5X534: Aspartate carbamoyltransferase	571.928
UniRef50_W5X534: Aspartate carbamoyltransferase|unclassified	571.928
UniRef50_X1BPY3: Marine sediment metagenome DNA, contig: S01H4_S04302 (Fragment)	571.746
UniRef50_X1BPY3: Marine sediment metagenome DNA, contig: S01H4_S04302 (Fragment)|unclassified	571.746
UniRef50_UPI00034C4021: hypothetical protein	571.722
UniRef50_UPI00034C4021: hypothetical protein|unclassified	571.722
UniRef50_UPI0003764F6C: hypothetical protein	570.975
UniRef50_UPI0003764F6C: hypothetical protein|unclassified	570.975
UniRef50_Q1MPN3: Carbamoyl-phosphate synthase small chain	570.585
UniRef50_Q1MPN3: Carbamoyl-phosphate synthase small chain|unclassified	570.585
UniRef50_Q01V55: Dihydroorotase	569.139
UniRef50_Q01V55: Dihydroorotase|unclassified	569.139
UniRef50_UPI00046F3DE1: hypothetical protein, partial	568.372
UniRef50_UPI00046F3DE1: hypothetical protein, partial|unclassified	568.372
UniRef50_X0V3Z0: Marine sediment metagenome DNA, contig: S01H1_S03741 (Fragment)	568.065
UniRef50_X0V3Z0: Marine sediment metagenome DNA, contig: S01H1_S03741 (Fragment)|unclassified	568.065
UniRef50_W7WXP2	565.721
UniRef50_W7WXP2|unclassified	565.721
UniRef50_UPI00046D5D0D: Orotidine 5''-phosphate decarboxylase	565.528
UniRef50_UPI00046D5D0D: Orotidine 5''-phosphate decarboxylase|unclassified	565.528
UniRef50_UPI00031D36ED: hypothetical protein	562.852
UniRef50_UPI00031D36ED: hypothetical protein|unclassified	562.852
UniRef50_UPI0004765AD1: uracil phosphoribosyltransferase	550.322
UniRef50_UPI0004765AD1: uracil phosphoribosyltransferase|unclassified	550.322
UniRef50_R7G7D8: Carbamoyl-phosphate synthase small chain	549.112
UniRef50_R7G7D8: Carbamoyl-phosphate synthase small chain|unclassified	549.112
UniRef50_R5I6D0: Carbamoyl-phosphate synthase large chain	547.298
UniRef50_R5I6D0: Carbamoyl-phosphate synthase large chain|unclassified	547.298
UniRef50_T4Q683: Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B family protein	546.076
UniRef50_T4Q683: Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B family protein|unclassified	546.076
UniRef50_UPI000288C8A0: dihydroorotate dehydrogenase 2, partial	545.619
UniRef50_UPI000288C8A0: dihydroorotate dehydrogenase 2, partial|unclassified	545.619
UniRef50_Q9PJJ6: Uracil phosphoribosyltransferase	540.147
UniRef50_Q9PJJ6: Uracil phosphoribosyltransferase|unclassified	540.147
UniRef50_UPI00046AA0BD: hypothetical protein	536.885
UniRef50_UPI00046AA0BD: hypothetical protein|unclassified	536.885
UniRef50_E5WE76: Carbamoyl-phosphate synthase small subunit	531.747
UniRef50_E5WE76: Carbamoyl-phosphate synthase small subunit|unclassified	531.747
UniRef50_K1SE17: Carbamoyl-phosphate synthase, large subunit (Fragment)	528.456
UniRef50_K1SE17: Carbamoyl-phosphate synthase, large subunit (Fragment)|unclassified	528.456
UniRef50_UPI00047359F4: aspartate carbamoyltransferase, partial	522.602
UniRef50_UPI00047359F4: aspartate carbamoyltransferase, partial|unclassified	522.602
UniRef50_A4XKT2: Dihydroorotase	522.562
UniRef50_A4XKT2: Dihydroorotase|unclassified	522.562
UniRef50_Q9RX14: Dihydroorotate dehydrogenase (quinone)	519.776
UniRef50_Q9RX14: Dihydroorotate dehydrogenase (quinone)|unclassified	519.776
UniRef50_UPI000381B2CE: hypothetical protein	518.696
UniRef50_UPI000381B2CE: hypothetical protein|unclassified	518.696
UniRef50_UPI0003FE2A19: dihydroorotase	514.031
UniRef50_UPI0003FE2A19: dihydroorotase|unclassified	514.031
UniRef50_Q8FRQ5: Uracil phosphoribosyltransferase	507.88
UniRef50_Q8FRQ5: Uracil phosphoribosyltransferase|unclassified	507.88
UniRef50_T3D7G3: MGS-like domain protein (Fragment)	507.608
UniRef50_T3D7G3: MGS-like domain protein (Fragment)|unclassified	507.608
UniRef50_Q3ZAI1: Orotidine 5'-phosphate decarboxylase	507.494
UniRef50_Q3ZAI1: Orotidine 5'-phosphate decarboxylase|unclassified	507.494
UniRef50_B6J3V8: Aspartate carbamoyltransferase	506.938
UniRef50_B6J3V8: Aspartate carbamoyltransferase|unclassified	506.938
UniRef50_B2KCN5: Dihydroorotase	504.941
UniRef50_B2KCN5: Dihydroorotase|unclassified	504.941
UniRef50_Q2LQ82: Orotidine 5'-phosphate decarboxylase	503.271
UniRef50_Q2LQ82: Orotidine 5'-phosphate decarboxylase|unclassified	503.271
UniRef50_Q8PW56: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	502.777
UniRef50_Q8PW56: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	502.777
UniRef50_K5CLP3	502.434
UniRef50_K5CLP3|unclassified	502.434
UniRef50_UPI0002197648: orotidine 5''''-phosphate decarboxylase	498.266
UniRef50_UPI0002197648: orotidine 5''''-phosphate decarboxylase|unclassified	498.266
UniRef50_A8G6D9: Orotidine 5'-phosphate decarboxylase	495.995
UniRef50_A8G6D9: Orotidine 5'-phosphate decarboxylase|unclassified	495.995
UniRef50_W1TTK4: Carbamoyl-phosphate synthase small chain	494.838
UniRef50_W1TTK4: Carbamoyl-phosphate synthase small chain|unclassified	494.838
UniRef50_T0Y9H8: Carbamoyl-phosphate synthase small subunit (Fragment)	492.448
UniRef50_T0Y9H8: Carbamoyl-phosphate synthase small subunit (Fragment)|unclassified	492.448
UniRef50_Q1QMP2: Orotidine 5'-phosphate decarboxylase	490.96
UniRef50_Q1QMP2: Orotidine 5'-phosphate decarboxylase|unclassified	490.96
UniRef50_F3GIK6	489.122
UniRef50_F3GIK6|unclassified	489.122
UniRef50_Q9WYG7: Orotidine 5'-phosphate decarboxylase	489.003
UniRef50_Q9WYG7: Orotidine 5'-phosphate decarboxylase|unclassified	489.003
UniRef50_V7Z280	488.117
UniRef50_V7Z280|unclassified	488.117
UniRef50_Q8D2J1: Orotidine 5'-phosphate decarboxylase	484.727
UniRef50_Q8D2J1: Orotidine 5'-phosphate decarboxylase|unclassified	484.727
UniRef50_X1AQ76: Marine sediment metagenome DNA, contig: S01H4_L08356 (Fragment)	483.706
UniRef50_X1AQ76: Marine sediment metagenome DNA, contig: S01H4_L08356 (Fragment)|unclassified	483.706
UniRef50_R7L9U3	483.49
UniRef50_R7L9U3|unclassified	483.49
UniRef50_R5H3C8	481.115
UniRef50_R5H3C8|unclassified	481.115
UniRef50_Q2N9N4: Orotidine 5'-phosphate decarboxylase	481.087
UniRef50_Q2N9N4: Orotidine 5'-phosphate decarboxylase|unclassified	481.087
UniRef50_D2ZCZ1	480.669
UniRef50_D2ZCZ1|unclassified	480.669
UniRef50_V6UG13	479.69
UniRef50_V6UG13|unclassified	479.69
UniRef50_UPI0003A37182: diguanylate cyclase	477.64
UniRef50_UPI0003A37182: diguanylate cyclase|unclassified	477.64
UniRef50_O07661: Pyrimidine biosynthesis protein C (Fragment)	477.368
UniRef50_O07661: Pyrimidine biosynthesis protein C (Fragment)|unclassified	477.368
UniRef50_B2V5I6: Dihydroorotase	477.305
UniRef50_B2V5I6: Dihydroorotase|unclassified	477.305
UniRef50_UPI00041C45A6: Orotate phosphoribosyltransferase	477.205
UniRef50_UPI00041C45A6: Orotate phosphoribosyltransferase|unclassified	477.205
UniRef50_B8DKC9: Orotidine 5'-phosphate decarboxylase	474.563
UniRef50_B8DKC9: Orotidine 5'-phosphate decarboxylase|unclassified	474.563
UniRef50_A5EY64: Orotate phosphoribosyltransferase	472.551
UniRef50_A5EY64: Orotate phosphoribosyltransferase|unclassified	472.551
UniRef50_UPI000377405C: hypothetical protein	471.539
UniRef50_UPI000377405C: hypothetical protein|unclassified	471.539
UniRef50_Q8ER36: Orotidine 5'-phosphate decarboxylase	470.539
UniRef50_Q8ER36: Orotidine 5'-phosphate decarboxylase|unclassified	470.539
UniRef50_P96081: Dihydroorotase	468.643
UniRef50_P96081: Dihydroorotase|unclassified	468.643
UniRef50_W8HDH0	468.154
UniRef50_W8HDH0|unclassified	468.154
UniRef50_N6UCJ2	467.748
UniRef50_N6UCJ2|unclassified	467.748
UniRef50_UPI000377C7E8: MULTISPECIES: hypothetical protein	466.975
UniRef50_UPI000377C7E8: MULTISPECIES: hypothetical protein|unclassified	466.975
